NCRA,central,lga,LGA,longitude,latitude,SLR,SWL_AEPPC,MTWL_AEPPC,SWL_MFSLR_50,SWL_MFSLR_10,SWL_MFSLR_90,MTWL_MFSLR_50,MTWL_MFSLR_10,MTWL_MFSLR_90
NSW,NSW,Coffs Harbour,Coffs_Harbour,153.2631531,-30.03126717,0.06,1.4,2.61,6.66,5.08,9.72,1.34,1.28,1.42
WASouth,WA,Coorow,Coorow,114.9473572,-29.98570251,0.06,1,3.08,2.81,2.44,3.43,1.25,1.22,1.31
NSW,NSW,Clarence Valley,Clarence_Valley,153.2631531,-29.98570251,0.06,1.4,2.78,6.44,4.95,9.32,1.3,1.25,1.38
WASouth,WA,Coorow,Coorow,114.9473572,-29.94011497,0.06,1,3.08,2.79,2.42,3.4,1.26,1.22,1.31
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.94011497,0.06,1.4,2.73,6.83,5.19,10.02,1.32,1.26,1.39
WASouth,WA,Carnamah,Carnamah,114.9473648,-29.89449692,0.06,1,3.08,2.8,2.43,3.42,1.26,1.22,1.31
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.89449692,0.06,1.4,2.71,6.75,5.15,9.86,1.32,1.26,1.4
WASouth,WA,Carnamah,Carnamah,114.9473572,-29.84887886,0.06,1,3.08,2.83,2.44,3.46,1.26,1.22,1.31
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.84887886,0.06,1.22,2.54,6.7,5.12,9.75,1.32,1.26,1.39
WASouth,WA,Carnamah,Carnamah,114.8947372,-29.80322838,0.06,1,3.02,2.71,2.36,3.3,1.25,1.22,1.31
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.80322838,0.06,1.22,2.45,6.62,5.07,9.59,1.34,1.28,1.43
WASouth,WA,Carnamah,Carnamah,114.8947372,-29.75755882,0.06,1,2.98,2.69,2.34,3.27,1.25,1.21,1.3
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.75755882,0.06,1.22,2.41,6.44,4.96,9.25,1.35,1.29,1.45
NA,NA,Carnamah,Carnamah,114.8947372,-29.71186638,0.06,1,2.98,2.71,2.35,3.31,1.25,1.21,1.3
NSW,NSW,Clarence Valley,Clarence_Valley,153.3157959,-29.71186829,0.06,1.23,2.42,6.12,4.76,8.67,1.35,1.29,1.44
NA,NA,Irwin,Irwin,114.8947372,-29.66615486,0.06,1,2.86,2.76,2.38,3.38,1.25,1.21,1.3
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.66614532,0.06,1.22,2.62,6.4,4.94,9.18,1.3,1.25,1.37
WASouth,WA,Irwin,Irwin,114.8947372,-29.62042236,0.06,1,2.86,2.78,2.4,3.42,1.25,1.21,1.3
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.62041092,0.06,1.23,2.59,6.2,4.81,8.82,1.31,1.26,1.38
WASouth,WA,Irwin,Irwin,114.9473572,-29.57466888,0.06,1.01,2.87,2.61,2.28,3.17,1.24,1.21,1.29
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.57466888,0.06,1.23,2.59,6.01,4.68,8.49,1.31,1.26,1.38
WASouth,WA,Irwin,Irwin,114.9473648,-29.52888298,0.06,1,2.87,2.66,2.31,3.24,1.24,1.21,1.29
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.52888298,0.06,1.23,2.58,5.91,4.62,8.31,1.31,1.26,1.39
WASouth,WA,Irwin,Irwin,114.9473648,-29.48308945,0.06,0.99,2.94,2.72,2.36,3.34,1.26,1.22,1.32
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.48308945,0.06,1.23,2.55,5.88,4.6,8.26,1.32,1.27,1.4
WASouth,WA,Irwin,Irwin,114.9473572,-29.43728256,0.06,0.99,2.94,2.77,2.39,3.4,1.26,1.22,1.32
WASouth,WA,Irwin,Irwin,114.9473572,-29.39144707,0.06,0.99,2.9,2.79,2.4,3.43,1.27,1.23,1.33
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.39144707,0.06,1.23,2.52,5.94,4.64,8.36,1.33,1.27,1.41
WASouth,WA,Irwin,Irwin,114.8947372,-29.34559059,0.06,0.99,2.85,2.81,2.42,3.48,1.27,1.23,1.33
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.34559059,0.06,1.23,2.47,5.91,4.62,8.29,1.35,1.29,1.44
WASouth,WA,Irwin,Irwin,114.8947372,-29.29971123,0.06,0.99,2.81,2.83,2.43,3.51,1.27,1.23,1.33
NSW,NSW,Clarence Valley,Clarence_Valley,153.3684235,-29.29971123,0.06,1.23,2.47,5.83,4.57,8.15,1.35,1.29,1.44
WASouth,WA,Irwin,Irwin,114.8947372,-29.25381279,0.06,0.99,2.81,2.84,2.43,3.52,1.27,1.23,1.33
NSW,NSW,Richmond Valley,Richmond_Valley,153.3684235,-29.25381279,0.06,1.23,2.47,5.61,4.43,7.77,1.35,1.29,1.43
WASouth,WA,Irwin,Irwin,114.8421021,-29.20788383,0.06,0.99,2.76,2.78,2.39,3.45,1.28,1.23,1.34
NSW,NSW,Richmond Valley,Richmond_Valley,153.421051,-29.20789337,0.06,1.23,2.54,5.62,4.43,7.78,1.33,1.28,1.42
WASouth,WA,Irwin,Irwin,114.8420944,-29.16195488,0.06,0.99,2.7,2.72,2.35,3.36,1.28,1.24,1.35
NSW,NSW,Richmond Valley,Richmond_Valley,153.4736786,-29.16195488,0.06,1.23,2.4,6.14,4.78,8.68,1.38,1.31,1.47
WASouth,WA,Irwin,Irwin,114.8421021,-29.1159935,0.06,0.99,2.71,2.68,2.32,3.29,1.28,1.24,1.34
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.7894745,-29.07001305,0.06,1,2.73,2.64,2.29,3.23,1.31,1.26,1.37
NSW,NSW,Richmond Valley,Richmond_Valley,153.4736786,-29.07000351,0.06,1.23,2.58,6.08,4.74,8.59,1.32,1.27,1.4
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.7368317,-29.02401161,0.06,1,2.73,2.61,2.27,3.18,1.31,1.26,1.38
NSW,NSW,Richmond Valley,Richmond_Valley,153.4736786,-29.02401161,0.06,1.23,2.5,5.9,4.62,8.28,1.35,1.29,1.44
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.6842117,-28.9779892,0.06,1,2.72,2.6,2.26,3.16,1.32,1.27,1.4
NSW,NSW,Ballina,Ballina,153.5263214,-28.9779892,0.06,1.32,2.59,6.35,4.91,9.05,1.35,1.29,1.44
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.6315765,-28.93194771,0.06,1,2.7,2.63,2.28,3.2,1.33,1.28,1.41
NSW,NSW,Ballina,Ballina,153.5263214,-28.93194771,0.06,1.32,2.72,6.13,4.77,8.67,1.32,1.27,1.4
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.6315765,-28.88588524,0.06,1,2.7,2.62,2.28,3.19,1.33,1.28,1.41
NSW,NSW,Ballina,Ballina,153.578949,-28.88588524,0.06,1.32,2.62,6.21,4.82,8.83,1.35,1.29,1.44
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.578949,-28.83979034,0.06,1,2.67,2.64,2.29,3.21,1.33,1.28,1.41
NSW,NSW,Ballina,Ballina,153.6315765,-28.79369736,0.06,1.32,2.79,6.69,5.12,9.73,1.3,1.25,1.38
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.578949,-28.74756241,0.06,1,2.5,2.6,2.27,3.15,1.33,1.28,1.4
NSW,NSW,Byron,Byron,153.6315765,-28.74757385,0.06,1.32,2.76,6.66,5.09,9.67,1.31,1.26,1.39
WASouth,WA,Greater Geraldton,Greater_Geraldton,114.5789337,-28.70142937,0.06,1,2.5,2.56,2.24,3.09,1.33,1.28,1.41
NSW,NSW,Byron,Byron,153.6315765,-28.70142937,0.06,1.32,2.76,6.64,5.08,9.64,1.31,1.26,1.39
WASouth,WA,Chapman Valley,Chapman_Valley,114.5789337,-28.6552639,0.06,1,2.4,2.55,2.23,3.07,1.33,1.28,1.4
NSW,NSW,Byron,Byron,153.6315765,-28.6552639,0.06,1.32,2.73,6.64,5.08,9.67,1.31,1.26,1.39
NA,NA,Chapman Valley,Chapman_Valley,114.5263138,-28.60907936,0.06,0.99,2.33,2.66,2.32,3.24,1.32,1.27,1.39
NSW,NSW,Byron,Byron,153.578949,-28.60907936,0.06,1.32,2.43,6.54,5.01,9.51,1.32,1.27,1.41
WASouth,WA,Chapman Valley,Chapman_Valley,114.5263138,-28.56287384,0.06,0.99,2.19,2.69,2.33,3.27,1.34,1.29,1.42
NSW,NSW,Byron,Byron,153.578949,-28.56287384,0.06,1.32,2.49,6.43,4.94,9.31,1.33,1.27,1.41
NA,NA,Northampton,Northampton,114.473671,-28.51664734,0.06,0.99,2.31,2.76,2.39,3.37,1.32,1.27,1.39
NSW,NSW,Byron,Byron,153.578949,-28.51664734,0.06,1.32,2.49,6.38,4.9,9.22,1.32,1.27,1.41
WASouth,WA,Northampton,Northampton,114.473671,-28.47039986,0.06,0.99,2.23,2.79,2.41,3.42,1.33,1.28,1.41
NSW,NSW,Tweed,Tweed,153.578949,-28.47039986,0.06,1.32,2.56,6.31,4.86,9.1,1.32,1.27,1.41
WASouth,WA,Northampton,Northampton,114.421051,-28.4241333,0.06,0.98,2.21,2.87,2.47,3.53,1.35,1.29,1.42
NSW,NSW,Tweed,Tweed,153.578949,-28.42412376,0.06,1.32,2.55,6.22,4.8,8.93,1.32,1.27,1.41
WASouth,WA,Northampton,Northampton,114.3684235,-28.37784767,0.06,0.98,2.2,2.98,2.55,3.7,1.35,1.3,1.43
NSW,NSW,Tweed,Tweed,153.578949,-28.37783623,0.06,1.32,2.55,6.1,4.72,8.71,1.32,1.27,1.41
NA,NA,Northampton,Northampton,114.3157806,-28.33154106,0.06,0.98,2.2,3.07,2.62,3.86,1.35,1.29,1.42
NSW,NSW,Tweed,Tweed,153.578949,-28.33154106,0.06,1.27,2.49,5.97,4.64,8.49,1.32,1.26,1.4
WASouth,WA,Northampton,Northampton,114.3157883,-28.28521347,0.06,0.98,2.2,3.09,2.62,3.88,1.35,1.29,1.43
NSW,NSW,Tweed,Tweed,153.578949,-28.28520203,0.06,1.27,2.5,5.86,4.57,8.3,1.32,1.26,1.4
WASouth,WA,Northampton,Northampton,114.2631607,-28.23886681,0.06,0.97,2.28,3.14,2.67,3.96,1.36,1.3,1.45
NSW,NSW,Tweed,Tweed,153.578949,-28.23886681,0.06,1.27,2.51,5.8,4.53,8.18,1.31,1.26,1.4
WASouth,WA,Northampton,Northampton,114.2105255,-28.19249916,0.06,0.97,2.27,3.23,2.73,4.09,1.36,1.3,1.45
NSW,NSW,Tweed,Tweed,153.578949,-28.19248772,0.06,1.27,2.53,5.74,4.49,8.08,1.3,1.25,1.38
WASouth,WA,Northampton,Northampton,114.1578979,-28.14611053,0.06,0.97,2.41,3.39,2.84,4.35,1.36,1.3,1.45
WASouth,WA,Northampton,Northampton,114.1578979,-28.09970284,0.06,0.97,2.32,3.43,2.87,4.42,1.34,1.28,1.42
QLDSouth,QLD,Gold Coast,Gold_Coast,153.4736786,-28.0996933,0.06,1.27,2.51,5.38,4.27,7.41,1.29,1.24,1.37
WASouth,WA,Northampton,Northampton,114.1052628,-28.05326462,0.06,0.96,2.3,3.49,2.92,4.48,1.35,1.29,1.43
QLDSouth,QLD,Gold Coast,Gold_Coast,153.4736786,-28.05326462,0.06,1.3,2.55,5.28,4.2,7.23,1.29,1.24,1.36
WASouth,WA,Northampton,Northampton,114.1052628,-28.00681686,0.06,0.96,2.27,3.54,2.95,4.56,1.33,1.28,1.41
QLDSouth,QLD,Gold Coast,Gold_Coast,153.421051,-28.0068264,0.06,1.31,2.47,5.03,4.04,6.8,1.32,1.27,1.41
WASouth,WA,Northampton,Northampton,114.1052628,-27.96034813,0.06,0.96,2.5,3.63,3.02,4.71,1.32,1.27,1.4
WASouth,WA,Northampton,Northampton,114.1052628,-27.91387177,0.06,0.96,2.5,3.71,3.07,4.85,1.32,1.27,1.4
QLDSouth,QLD,Gold Coast,Gold_Coast,153.421051,-27.91387177,0.06,1.31,2.47,4.89,3.94,6.59,1.32,1.27,1.41
WASouth,WA,Northampton,Northampton,114.0526352,-27.86736298,0.06,0.96,2.48,3.82,3.15,5.01,1.33,1.28,1.41
QLDSouth,QLD,Gold Coast,Gold_Coast,153.421051,-27.86736298,0.06,1.31,2.51,4.78,3.86,6.42,1.32,1.27,1.41
NA,NA,Northampton,Northampton,114.0526352,-27.82083511,0.06,0.96,2.49,3.88,3.19,5.1,1.33,1.27,1.41
QLDSouth,QLD,Gold Coast,Gold_Coast,153.421051,-27.82083511,0.06,1.31,2.46,4.66,3.78,6.23,1.34,1.28,1.43
WASouth,WA,Northampton,Northampton,114.1052628,-27.77427673,0.06,0.96,2.49,3.77,3.11,4.94,1.32,1.27,1.4
QLDSouth,QLD,Gold Coast,Gold_Coast,153.4736786,-27.77427673,0.06,1.3,2.45,5.17,4.12,7.1,1.35,1.29,1.44
WASouth,WA,Northampton,Northampton,114.1052628,-27.72770882,0.06,0.96,2.2,3.87,3.18,5.09,1.38,1.32,1.48
QLDSouth,QLD,Redland,Redland,153.4736786,-27.72770882,0.06,1.3,2.72,5.2,4.13,7.16,1.28,1.23,1.35
WASouth,WA,Northampton,Northampton,114.1052551,-27.68113136,0.06,0.96,2.42,3.91,3.21,5.16,1.29,1.24,1.34
QLDSouth,QLD,Redland,Redland,153.4736786,-27.68113136,0.06,1.3,2.4,5.14,4.08,7.07,1.37,1.31,1.47
WASouth,WA,Northampton,Northampton,114.1052551,-27.63452339,0.06,0.96,2.42,3.9,3.21,5.14,1.28,1.24,1.34
QLDSouth,QLD,Redland,Redland,153.4736786,-27.63452339,0.06,1.31,2.41,5.01,4,6.87,1.37,1.31,1.47
WASouth,WA,Northampton,Northampton,114.1052628,-27.58789635,0.06,0.96,2.63,3.94,3.24,5.19,1.27,1.23,1.33
QLDSouth,QLD,Redland,Redland,153.5263214,-27.58789635,0.06,1.65,3,5.13,4.07,7.1,1.32,1.26,1.4
NA,NA,Northampton,Northampton,114.0526352,-27.54124832,0.06,0.95,2.58,4.08,3.34,5.39,1.28,1.24,1.34
QLDSouth,QLD,Redland,Redland,153.3157959,-27.54124832,0.06,1.64,2.74,5.5,4.29,7.84,1.36,1.3,1.46
QLDSouth,QLD,Redland,Redland,153.3684082,-27.54124832,0.06,1.64,2.95,5.45,4.25,7.77,1.33,1.27,1.41
QLDSouth,QLD,Redland,Redland,153.5263214,-27.54124832,0.06,1.65,2.97,4.99,3.97,6.86,1.34,1.28,1.42
WASouth,WA,Northampton,Northampton,114.0526352,-27.49458122,0.06,0.95,2.47,4.08,3.34,5.4,1.31,1.27,1.38
QLDSouth,QLD,Redland,Redland,153.3157959,-27.49458122,0.06,1.64,2.82,5.34,4.18,7.52,1.38,1.31,1.48
QLDSouth,QLD,Redland,Redland,153.3684082,-27.49458122,0.06,1.64,2.81,5.4,4.21,7.67,1.38,1.32,1.48
NA,NA,Redland,Redland,153.578949,-27.49458122,0.06,1.65,3.1,5.23,4.14,7.27,1.3,1.25,1.38
NA,NA,Northampton,Northampton,114,-27.44789314,0.06,0.95,2.61,4.4,3.56,5.92,1.3,1.26,1.37
QLDSouth,QLD,Redland,Redland,153.2631531,-27.44789314,0.06,1.64,2.82,6.15,4.69,9.03,1.38,1.32,1.48
QLDSouth,QLD,Redland,Redland,153.3684235,-27.44788361,0.06,1.65,2.82,5.29,4.14,7.48,1.38,1.32,1.48
QLDSouth,QLD,Redland,Redland,153.578949,-27.44788361,0.06,1.65,3.1,5.24,4.14,7.29,1.3,1.25,1.38
WASouth,WA,Northampton,Northampton,114,-27.4011879,0.06,0.95,2.61,4.43,3.58,5.97,1.3,1.26,1.37
QLDSouth,QLD,Brisbane,Brisbane,153.2105255,-27.4011879,0.06,1.63,2.75,6.78,5.1,10.17,1.36,1.3,1.46
QLDSouth,QLD,Redland,Redland,153.3684082,-27.4011879,0.06,1.65,2.67,5.08,4.02,7.06,1.4,1.33,1.51
QLDSouth,QLD,Redland,Redland,153.5263214,-27.4011879,0.06,1.65,2.67,5.1,4.05,7.05,1.41,1.33,1.52
NA,NA,Northampton,Northampton,113.9473572,-27.35446167,0.06,0.94,2.62,4.98,3.96,6.86,1.32,1.27,1.39
QLDSouth,QLD,Brisbane,Brisbane,153.421051,-27.35446167,0.06,1.65,2.74,4.99,3.97,6.85,1.38,1.31,1.48
QLDSouth,QLD,Brisbane,Brisbane,153.4736786,-27.35446167,0.06,1.65,2.89,5.01,3.99,6.89,1.34,1.28,1.43
WASouth,WA,Northampton,Northampton,113.9473572,-27.30771446,0.06,0.94,2.62,5.15,4.08,7.13,1.32,1.27,1.39
QLDSouth,QLD,Brisbane,Brisbane,153.1578979,-27.30771446,0.06,1.64,2.76,6.33,4.83,9.28,1.36,1.3,1.46
WASouth,WA,Northampton,Northampton,113.9473572,-27.26094818,0.06,0.94,2.6,5.18,4.11,7.16,1.32,1.27,1.39
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.1578979,-27.26094818,0.06,1.64,2.11,5.62,4.38,7.98,1.75,1.6,1.98
WANorth,WA,Shark Bay,Shark_Bay,113.8947372,-27.21416283,0.06,0.94,2.61,5.32,4.21,7.37,1.33,1.28,1.41
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.1578979,-27.21416283,0.06,1.65,2.11,5.16,4.09,7.12,1.75,1.61,1.99
WANorth,WA,Shark Bay,Shark_Bay,113.8947372,-27.16735649,0.06,0.94,2.61,5.18,4.11,7.13,1.33,1.28,1.41
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.1578979,-27.16735649,0.06,1.65,2.11,4.91,3.93,6.69,1.75,1.61,1.99
WANorth,WA,Shark Bay,Shark_Bay,113.8421021,-27.12052155,0.06,0.94,2.56,5.34,4.22,7.39,1.35,1.3,1.43
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.2105255,-27.12052155,0.06,1.65,2.1,4.65,3.76,6.24,1.78,1.63,2.03
WANorth,WA,Shark Bay,Shark_Bay,113.8420944,-27.0736866,0.06,0.94,2.65,5.18,4.11,7.12,1.33,1.28,1.4
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.2105255,-27.0736866,0.06,1.65,2.4,4.52,3.67,6.03,1.55,1.45,1.71
WANorth,WA,Shark Bay,Shark_Bay,113.7894745,-27.02682304,0.06,0.94,2.55,5.31,4.21,7.34,1.36,1.3,1.44
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.2105255,-27.02681351,0.06,1.65,2.4,4.5,3.66,6.01,1.55,1.45,1.71
NA,NA,Shark Bay,Shark_Bay,113.7368393,-26.97992897,0.06,0.94,2.64,5.32,4.21,7.36,1.34,1.29,1.42
QLDSouth,QLD,Moreton Bay,Moreton_Bay,153.2105255,-26.97992897,0.06,1.4,2.14,4.48,3.64,5.97,1.55,1.45,1.72
WANorth,WA,Shark Bay,Shark_Bay,113.7368317,-26.9330368,0.06,0.94,2.61,5.12,4.08,7.03,1.35,1.3,1.43
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.9330368,0.06,1.39,2.29,4.53,3.67,6.05,1.46,1.38,1.59
WANorth,WA,Shark Bay,Shark_Bay,113.6842117,-26.88611221,0.06,1.16,2.91,5.01,4,6.85,1.34,1.29,1.41
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.88611221,0.06,1.4,2.4,4.44,3.61,5.91,1.43,1.35,1.54
WANorth,WA,Shark Bay,Shark_Bay,113.6842117,-26.83917046,0.06,1.16,2.91,4.84,3.89,6.58,1.34,1.29,1.41
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.83917046,0.06,1.4,2.39,4.43,3.6,5.89,1.43,1.36,1.54
WANorth,WA,Shark Bay,Shark_Bay,113.6315765,-26.79220772,0.06,1.16,2.9,4.89,3.92,6.64,1.35,1.3,1.43
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.79220772,0.06,1.4,2.41,4.48,3.64,5.99,1.45,1.37,1.57
WANorth,WA,Shark Bay,Shark_Bay,113.578949,-26.74521637,0.06,1.16,2.87,4.91,3.94,6.67,1.37,1.31,1.45
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.74522781,0.06,1.39,2.41,4.53,3.67,6.07,1.45,1.37,1.57
WANorth,WA,Shark Bay,Shark_Bay,113.578949,-26.69822693,0.06,1.16,2.87,4.87,3.91,6.6,1.37,1.31,1.45
WANorth,WA,Shark Bay,Shark_Bay,113.5263138,-26.65120697,0.06,1.16,2.91,4.89,3.93,6.62,1.39,1.33,1.47
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1578979,-26.65120697,0.06,1.39,2.47,4.58,3.7,6.15,1.43,1.35,1.54
WANorth,WA,Shark Bay,Shark_Bay,113.4736862,-26.60416603,0.06,1.16,2.91,4.92,3.95,6.65,1.41,1.34,1.5
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1052704,-26.60415649,0.06,1.39,2.37,4.92,3.93,6.74,1.5,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.421051,-26.55710793,0.06,1.16,2.9,4.89,3.93,6.61,1.41,1.35,1.51
WANorth,WA,Shark Bay,Shark_Bay,113.6842117,-26.55710793,0.06,1.27,2.87,2,1.8,2.31,1.26,1.22,1.31
WANorth,WA,Shark Bay,Shark_Bay,113.7368393,-26.55709648,0.06,1.28,2.88,1.98,1.79,2.29,1.26,1.22,1.31
WANorth,WA,Shark Bay,Shark_Bay,113.7894745,-26.55710793,0.06,1.28,2.85,1.96,1.77,2.26,1.25,1.22,1.31
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1052704,-26.55709648,0.06,1.39,2.37,4.85,3.88,6.62,1.5,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.3684082,-26.51002884,0.06,1.16,2.9,4.99,4.01,6.76,1.41,1.35,1.51
WANorth,WA,Shark Bay,Shark_Bay,113.6842117,-26.51002884,0.06,1.27,2.88,2.01,1.81,2.33,1.26,1.22,1.31
WANorth,WA,Shark Bay,Shark_Bay,113.8420944,-26.51002884,0.06,1.28,2.86,1.95,1.76,2.25,1.25,1.22,1.3
QLDSouth,QLD,Sunshine Coast,Sunshine_Coast,153.1052704,-26.51002884,0.06,1.39,2.37,4.85,3.88,6.62,1.5,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.3157883,-26.46293068,0.06,1.16,2.91,5.1,4.09,6.92,1.4,1.33,1.49
WANorth,WA,Shark Bay,Shark_Bay,113.6315765,-26.46293068,0.06,1.27,2.89,2.03,1.83,2.36,1.26,1.23,1.32
WANorth,WA,Shark Bay,Shark_Bay,113.8421021,-26.46292114,0.06,1.28,2.91,1.96,1.77,2.26,1.25,1.21,1.3
QLDSouth,QLD,Noosa,Noosa,153.1578979,-26.46293068,0.06,1.39,2.42,4.57,3.69,6.15,1.49,1.41,1.62
WANorth,WA,Shark Bay,Shark_Bay,113.2631607,-26.41581345,0.06,1.16,2.94,5.14,4.12,6.98,1.37,1.31,1.45
WANorth,WA,Shark Bay,Shark_Bay,113.578949,-26.41580391,0.06,1.26,2.86,2.07,1.85,2.41,1.28,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,113.8421021,-26.41580391,0.06,1.28,2.91,1.97,1.78,2.28,1.25,1.22,1.3
QLDSouth,QLD,Noosa,Noosa,153.1578979,-26.41581345,0.06,1.4,2.41,4.45,3.61,5.96,1.5,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.2631607,-26.36867714,0.06,1.16,2.94,5,4.01,6.75,1.37,1.31,1.45
WANorth,WA,Shark Bay,Shark_Bay,113.578949,-26.36867714,0.06,1.26,2.87,2.07,1.86,2.41,1.27,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,113.8420944,-26.36867714,0.06,1.28,2.92,1.98,1.79,2.3,1.25,1.22,1.3
WANorth,WA,Shark Bay,Shark_Bay,114.0526352,-26.36867714,0.06,1.28,2.8,1.96,1.77,2.25,1.29,1.24,1.35
WANorth,WA,Shark Bay,Shark_Bay,114.1052551,-26.36867714,0.06,1.28,2.81,1.93,1.75,2.22,1.28,1.24,1.34
WANorth,WA,Shark Bay,Shark_Bay,113.2631607,-26.32152176,0.06,1.16,2.85,4.97,3.99,6.71,1.4,1.34,1.49
WANorth,WA,Shark Bay,Shark_Bay,113.578949,-26.32151222,0.06,1.26,2.87,2.08,1.87,2.43,1.27,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,113.8421021,-26.32152176,0.06,1.27,2.91,1.99,1.8,2.31,1.26,1.22,1.32
WANorth,WA,Shark Bay,Shark_Bay,114.0526352,-26.32152176,0.06,1.28,2.8,1.96,1.78,2.26,1.28,1.24,1.35
WANorth,WA,Shark Bay,Shark_Bay,114.1578979,-26.32152176,0.06,1.29,2.82,1.91,1.74,2.19,1.28,1.24,1.34
QLDSouth,QLD,Noosa,Noosa,153.1052704,-26.32151222,0.06,1.4,2.43,4.29,3.5,5.7,1.49,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.2105179,-26.27434731,0.06,1.16,2.89,5.13,4.11,6.96,1.39,1.33,1.48
WANorth,WA,Shark Bay,Shark_Bay,113.5263138,-26.27434731,0.06,1.26,2.8,2.13,1.9,2.49,1.28,1.24,1.34
WANorth,WA,Shark Bay,Shark_Bay,113.7368317,-26.27434731,0.06,1.27,2.89,2.05,1.84,2.39,1.27,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,113.7894745,-26.27434731,0.06,1.27,2.89,2.02,1.82,2.35,1.27,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,114,-26.27434731,0.06,1.28,2.85,1.98,1.79,2.29,1.29,1.24,1.35
WANorth,WA,Shark Bay,Shark_Bay,114.1578979,-26.27434731,0.06,1.29,2.83,1.92,1.74,2.2,1.28,1.23,1.34
QLDSouth,QLD,Noosa,Noosa,153.1052704,-26.27434731,0.06,1.4,2.45,4.17,3.42,5.51,1.49,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.1578979,-26.22715378,0.06,1.16,2.94,5.56,4.4,7.68,1.39,1.33,1.48
WANorth,WA,Shark Bay,Shark_Bay,113.5263138,-26.22715378,0.06,1.26,2.8,2.14,1.91,2.51,1.28,1.24,1.34
WANorth,WA,Shark Bay,Shark_Bay,113.6842117,-26.22715378,0.06,1.26,2.83,2.07,1.86,2.42,1.27,1.23,1.33
WANorth,WA,Shark Bay,Shark_Bay,114,-26.22715378,0.06,1.28,2.85,1.98,1.79,2.28,1.3,1.26,1.37
WANorth,WA,Shark Bay,Shark_Bay,114.1578979,-26.22715378,0.06,1.29,2.84,1.91,1.74,2.19,1.27,1.23,1.33
QLDSouth,QLD,Noosa,Noosa,153.1052704,-26.22715378,0.06,1.4,2.49,4.08,3.35,5.36,1.5,1.41,1.63
WANorth,WA,Shark Bay,Shark_Bay,113.1578979,-26.17994118,0.06,1.16,2.93,5.53,4.38,7.65,1.39,1.33,1.49
WANorth,WA,Shark Bay,Shark_Bay,113.4736862,-26.17994118,0.06,1.25,2.77,2.2,1.96,2.6,1.3,1.26,1.37
WANorth,WA,Shark Bay,Shark_Bay,113.6315765,-26.17994118,0.06,1.26,2.82,2.11,1.89,2.47,1.28,1.23,1.34
WANorth,WA,Shark Bay,Shark_Bay,114,-26.17994118,0.06,1.27,2.85,2,1.81,2.31,1.31,1.26,1.37
WANorth,WA,Shark Bay,Shark_Bay,114.1578979,-26.17994118,0.06,1.28,2.88,1.93,1.75,2.21,1.28,1.24,1.34
